Country Name,Country Code,GNI,Percent_Of_Educate,CPIA,Percent_Energy,Female_Labor_Percent,Poor_Percent,Per_Water,Gini,Malnutrition,ISO3,CPI score 2021,port,country_x,Value,country_y
萨尔瓦多,SLV,8690.0,15.8184099197388,,49.23546573258296,42.74541873769108,5.7,,43.5,11.1,SLV,34.0,1.0,SLV,1.0164705882352942,SLV
塞尔维亚,SRB,18530.0,10.1795701980591,,32.39998777813628,44.37497800998529,,,,4.2,SRB,38.0,,,1.0905555555555555,SRB
撒哈拉以南非洲地区（不包括高收入）,SSA,3915.426889410693,17.611804962158203,3.2589743589743585,-48.12737029537663,46.58871452337795,,,,20.341076570732625,,,,,,
撒哈拉以南非洲地区,SSF,3917.5243857980718,17.611804962158203,3.2589743589743585,-48.127370295376615,46.58871452337795,47.5,,,20.34107657073263,,,,,,
小国,SST,21473.29282768092,15.115309715271,3.38,4.6109605449940405,39.28391886165399,,,,14.132742511211427,,,,,,
圣多美和普林西比,STP,4250.0,20.1165409088135,3.1,,35.34729813572843,35.6,,56.3,14.9,STP,45.0,,,1.024,STP
苏里南,SUR,17790.0,,,-25.245250201382234,40.786572126475775,,,,8.7,SUR,39.0,,,1.1044444444444443,SUR
斯洛伐克共和国,SVK,31410.0,10.0485095977783,,65.1845280149586,45.552406577500356,1.3,,28.1,5.9,SVK,52.0,,,1.0922222222222222,SVK
斯洛文尼亚,SVN,40060.0,11.3872203826904,,48.97976161997901,46.567762958118244,0.0,,26.2,2.5,SVN,57.0,1.0,SVN,1.106111111111111,SVN
瑞典,SWE,56740.0,15.6861000061035,,34.995935958764534,47.70300778696979,0.7,,30.0,2.5,SWE,85.0,1.0,SWE,1.137222222222222,SWE
瑞典,SWE,56740.0,15.6861000061035,,34.995935958764534,47.70300778696979,0.7,,30.0,2.5,SWE,85.0,6.0,SWE,1.137222222222222,SWE
斯威士兰,SWZ,8470.0,24.7954406738281,,,49.549250678711,,,,20.7,SWZ,32.0,,,0.944,SWZ
圣马丁(荷属),SXM,38380.0,,,,,,,,,,,,,1.7,SXM
塞舌尔,SYC,27700.0,12.5869798660278,,,,,,,,SYC,70.0,,,1.1583333333333334,SYC
乍得,TCD,1760.0,16.3627490997314,3.0,,42.249035103092154,,,,36.3,TCD,20.0,,,0.5017647058823529,TCD
东亚与太平洋地区 (IBRD与IDA),TEA,15194.884376390739,16.59064960479735,3.2636363636363637,7.974699377838891,43.98334135176861,,,,5.510821637370076,,,,,,
欧洲与中亚地区 (IBRD与IDA),TEC,23509.22299953307,12.85116481781005,3.755555555555556,55.52708265300989,44.83509100158748,,,,2.90794174852407,,,,,,
多哥,TGO,2230.0,23.1400394439697,3.7,23.98470871737289,48.916834838640035,,,,21.6,TGO,30.0,1.0,TGO,0.6626666666666666,TGO
泰国,THA,18530.0,22.6302394866943,,42.473182982131824,46.40791071579731,0.1,,39.4,10.0,THA,35.0,2.0,THA,1.0157142857142858,THA
塔吉克斯坦,TJK,4500.0,18.6575908660889,3.5,36.245495576600064,38.2491503524385,,,,,TJK,25.0,,,0.8218181818181818,TJK
土库曼斯坦,TKM,15600.0,,,-108.27112297791545,41.68738381343338,,,,5.0,TKM,19.0,,,0.9266666666666666,TKM
拉丁美洲与加勒比海地区 (IBRD与IDA),TLA,16007.767268511758,17.577299118042,3.5555555555555554,6.611815932493566,41.90473193850214,,,,7.818051664152189,,,,,,
东帝汶,TLS,9050.0,9.15421009063721,2.9,,45.59545288381033,,,,32.5,TLS,41.0,,,0.9792307692307692,TLS
中东与北非地区 (IBRD与IDA),TMN,11313.406667616528,,3.2,-54.772274381730234,21.37520837179649,,,,11.824046742182286,,,,,,
汤加,TON,7260.0,,3.4,,41.608020823291234,,,,,,,,,1.005,TON
南亚 (IBRD与IDA),TSA,6462.295051938572,14.80666971206665,3.5375,32.69210781932501,24.142777502127394,,,,15.905310352924733,,,,,,
撒哈拉以南非洲地区 (IBRD与IDA),TSS,3917.5243857980713,17.611804962158203,3.2589743589743585,-48.127370295376636,46.58871452337795,,,,20.341076570732625,,,,,,
特立尼达和多巴哥,TTO,29040.0,,,-102.6627373304638,42.6992106253896,,,,9.2,TTO,41.0,,,0.98,TTO
突尼斯,TUN,11410.0,24.846830368042,,36.19587141611359,28.876950452527932,2.0,,35.8,3.4,TUN,44.0,3.0,TUN,1.131875,TUN
土耳其,TUR,27550.0,,,75.2078800411834,33.36064930933729,0.8,,42.9,2.5,TUR,38.0,4.0,TUR,0.9035714285714286,TUR
图瓦卢,TUV,6430.0,,,,,3.3,,39.1,,,,,,1.0642857142857145,TUV
坦桑尼亚,TZA,2810.0,24.3965396881104,3.8,11.287573408441045,49.17653440129466,,,,29.5,TZA,39.0,1.0,TZA,0.866111111111111,TZA
乌干达,UGA,2260.0,13.6113700866699,3.7,,49.47158382620785,,,,,UGA,27.0,,,0.8742857142857143,UGA
乌克兰,UKR,13510.0,15.8142499923706,,40.406057875987415,50.414452588083215,0.0,,26.6,2.5,UKR,32.0,2.0,UKR,1.0516666666666663,UKR
中高等收入国家,UMC,17832.945231456968,14.623469829559351,3.730769230769231,28.00817540414526,43.810643613562355,8.0,,,4.1364900289591215,,,,,,
乌拉圭,URY,22850.0,17.6779003143311,,59.7019820779526,46.51075238217201,0.2,,44.5,2.5,URY,73.0,1.0,URY,1.0875,URY
美国,USA,66120.0,,,22.209200898212714,46.29959035472655,1.2,,41.5,2.5,USA,67.0,28.0,USA,1.0883333333333334,USA
乌兹别克斯坦,UZB,7750.0,,3.9,-17.49611633110655,40.99912117062956,,,,5.4,UZB,28.0,,,0.893157894736842,UZB
圣文森特和格林纳丁斯,VCT,12910.0,20.1484107971191,3.8,,41.32447954055994,,,,5.7,VCT,59.0,,,1.05,VCT
委内瑞拉玻利瓦尔共和国,VEN,17090.0,,,-166.05223799363398,40.224579755311076,,,,27.4,VEN,14.0,5.0,VEN,1.0375,VEN
越南,VNM,8150.0,18.7849903106689,4.1,-12.690358518051587,48.007113560375686,4.0,,39.3,11.0,VNM,39.0,1.0,VNM,0.971,VNM
越南,VNM,8150.0,18.7849903106689,4.1,-12.690358518051587,48.007113560375686,4.0,,39.3,11.0,VNM,39.0,2.0,VNM,0.971,VNM
瓦努阿图,VUT,3530.0,,3.2,,43.66091015394725,13.2,,37.6,9.6,VUT,45.0,,,0.992,VUT
世界,WLD,17460.96908685357,14.6421446800232,3.3324675324675335,20.969042498325916,39.45969484949081,16.0,,,9.4,,,,,,
萨摩亚,WSM,6620.0,,3.9,,35.04285374176653,,,,4.7,,,,,1.1464285714285716,WSM
科索沃,XKX,12070.0,,3.4,28.989955489590763,,2.5,,33.3,,,,,,,
也门共和国,YEM,3920.0,,3.1,-120.62967397686238,12.941400960260289,,,,46.6,YEM,16.0,1.0,YEM,0.5783333333333333,YEM
南非,ZAF,13930.0,19.682710647583,,-14.483553291849043,44.918506531087154,18.7,,63.4,6.5,ZAF,44.0,6.0,ZAF,1.0523076923076924,ZAF
赞比亚,ZMB,3550.0,20.1000003814697,3.5,8.292942909535613,48.35385153222072,65.8,,57.1,,ZMB,33.0,,,0.98,ZMB
津巴布韦,ZWE,3950.0,30.0151500701904,3.7,15.309013006354505,51.62780735846728,,,,,ZWE,23.0,,,0.8474999999999999,ZWE
吉布提,DJI,,13.991530418396,3.4,,26.310408627639028,,,,22.9,DJI,30.0,1.0,DJI,0.8957142857142857,DJI
摩纳哥,MCO,,8.87594985961914,,,,,,,,,,,,,
圣马力诺,SMR,,15.0599203109741,,,,,,,,,,,,1.012222222222222,SMR
古巴,CUB,,,,57.465748951982995,38.567313737377276,,,,2.5,CUB,46.0,,,1.108,CUB
直布罗陀,GIB,,,,100.0,,,,,,,,,,0.985,GIB
朝鲜民主主义人民共和国,PRK,,,,-10.218029951342453,49.174042000203,,,,43.0,PRK,16.0,,,0.7675000000000001,PRK
阿拉伯叙利亚共和国,SYR,,,,47.83373500266329,18.628952091727875,,,,,SYR,13.0,,,0.9381818181818182,SYR
海峡群岛,CHI,,,,,44.38076138603708,,,,,,,,,,
关岛,GUM,,,,,45.58570744216192,,,,,,,,,,
新喀里多尼亚,NCL,,,,,46.03904497303401,,,,8.5,,,,,,
法属波利尼西亚,PYF,,,,,43.496791179858484,,,,4.0,,,,,0.96,PYF
索马里,SOM,,,,,31.350255068092093,,,,81.7,SOM,13.0,,,,
南苏丹,SSD,,,,,49.53565678239799,,,,,SSD,11.0,,,0.625,SSD
美属维京群岛,VIR,,,,,48.30628222264655,,,,,,,,,0.95,VIR
,,,,,,,,,,,TWN,68.0,,,,
,,,,,,,,,,,KSV,39.0,,,,
,,,,,,,,,,,,,1.0,Guadaloupe,,
,,,,,,,,,,,,,5.0,Malasyia,,
,,,,,,,,,,,,,1.0,Netherlands Antilles,,
,,,,,,,,,,,,,1.0,REU,,
,,,,,,,,,,,,,3.0,TWN,,
,,,,,,,,,,,,,1.0,Tunesia,,
,,,,,,,,,,,,,,,1.0842857142857143,AIA
,,,,,,,,,,,,,,,1.0863636363636362,VGB
,,,,,,,,,,,,,,,1.01375,COK
,,,,,,,,,,,,,,,0.7378571428571429,C魌e d扞voire
,,,,,,,,,,,,,,,1.005,GUF
,,,,,,,,,,,,,,,1.09,GLP
,,,,,,,,,,,,,,,0.778,LIE
,,,,,,,,,,,,,,,1.02,MTQ
,,,,,,,,,,,,,,,1.149,MSR
,,,,,,,,,,,,,,,1.075,NIU
,,,,,,,,,,,,,,,1.03,R閡nion
,,,,,,,,,,,,,,,0.99,SHN
,,,,,,,,,,,,,,,1.16,SPM
,,,,,,,,,,,,,,,1.01,TKL
,,,,,,,,,,,,,,,1.0833333333333333,TCA
